timestamp,symbol,action,entry,stop,TP1,TP2,TP3,TP4,TP5,score,ai_approved
2026-07-05 07:44:50,ADA-USD,LONG,0.1927,0.184992,0.195783,0.198866,0.20195,0.205033,0.208116,11.0,True
2026-07-06 07:03:11,WLD-USD,SHORT,0.417,0.43368,0.410328,0.403656,0.396984,0.390312,0.38364,9.5,True
2026-07-06 11:08:51,AAVE-USD,LONG,93.015,89.2944,94.50324,95.99148,97.47972,98.96796,100.4562,10.5,True
2026-07-07 01:58:56,JST-USD,LONG,0.09334,0.091072,0.094247,0.095154,0.096062,0.096969,0.097876,9.0,True
2026-07-07 16:14:18,ZEC-USD,LONG,500.483,470.45402,512.494592,524.506184,536.517776,548.529368,560.54096,10.5,True
2026-07-09 07:51:30,JST-USD,LONG,0.09665,0.093541,0.097894,0.099137,0.100381,0.101624,0.102868,11.0,True
2026-07-11 11:44:32,DEXE-USD,LONG,37.6023,36.098208,38.203937,38.805574,39.40721,40.008847,40.610484,11.0,True
2026-07-12 10:57:53,SKY-USD,LONG,0.06147,0.057782,0.062945,0.06442,0.065896,0.067371,0.068846,10.0,True
